char_count	word_count	wordmean_len
139	27	4.185185185185185
129	15	7.6
140	24	4.875
58	2	28.5
133	12	10.166666666666666
105	16	5.625
137	14	8.857142857142858
55	9	5.111111111111111
125	17	6.411764705882353
47	8	5.0
190	19	9.052631578947368
67	9	6.555555555555555
76	15	4.133333333333334
74	7	9.714285714285714
90	7	12.0
84	17	3.9411764705882355
62	9	6.0
171	14	11.285714285714286
106	18	4.944444444444445
70	11	5.454545454545454
29	6	4.0
39	6	5.5
72	12	5.083333333333333
129	20	5.5
42	9	3.7777777777777777
78	13	5.076923076923077
61	8	6.75
96	10	8.7
65	7	8.285714285714286
119	18	5.611111111111111
131	25	4.28
123	23	4.3478260869565215
129	25	4.16
127	21	5.095238095238095
75	13	4.846153846153846
100	19	4.315789473684211
95	15	5.4
138	23	5.043478260869565
140	21	5.714285714285714
87	11	7.0
80	9	8.0
77	11	6.090909090909091
141	19	6.473684210526316
127	22	4.818181818181818
73	15	3.933333333333333
140	25	4.64
17	3	5.0
52	7	6.428571428571429
106	12	7.916666666666667
80	10	7.0
174	26	5.730769230769231
59	6	8.833333333333334
133	26	4.153846153846154
24	4	5.25
75	14	4.428571428571429
129	23	4.608695652173913
124	12	9.416666666666666
131	18	6.333333333333333
33	6	4.666666666666667
117	14	7.428571428571429
106	12	7.833333333333333
144	11	12.090909090909092
48	5	8.6
98	15	5.6
108	17	5.411764705882353
76	11	6.0
81	16	4.125
133	20	5.7
66	11	5.090909090909091
47	9	4.333333333333333
124	21	4.9523809523809526
62	10	5.3
77	14	4.571428571428571
85	14	5.142857142857143
117	17	5.9411764705882355
90	15	5.066666666666666
67	11	5.181818181818182
73	9	7.222222222222222
61	11	4.636363636363637
119	21	4.714285714285714
140	13	9.846153846153847
43	8	4.5
46	8	4.875
117	13	8.076923076923077
130	23	4.6521739130434785
106	22	3.8636363636363638
65	9	6.333333333333333
61	13	3.6923076923076925
132	15	7.866666666666666
128	20	5.45
80	12	5.75
35	6	4.666666666666667
51	9	4.777777777777778
35	6	5.0
69	10	5.9
28	2	13.0
113	14	7.142857142857143
78	13	5.076923076923077
134	16	7.375
97	17	4.764705882352941
167	12	13.0
47	6	7.0
127	20	5.4
30	7	3.4285714285714284
98	19	4.2105263157894735
124	19	5.526315789473684
55	12	3.6666666666666665
71	12	5.0
132	18	6.388888888888889
112	10	10.2
92	16	4.8125
75	11	5.909090909090909
37	6	5.333333333333333
36	6	5.166666666666667
45	7	5.571428571428571
56	9	5.222222222222222
122	20	5.15
70	13	4.461538461538462
118	10	10.8
45	8	4.75
34	6	4.833333333333333
83	17	3.9411764705882355
73	11	5.636363636363637
84	13	5.538461538461538
52	8	5.5
131	22	5.0
126	22	4.7727272727272725
132	25	4.28
135	19	6.105263157894737
136	21	5.523809523809524
74	13	4.769230769230769
135	23	4.913043478260869
133	22	5.045454545454546
99	8	11.5
82	12	5.916666666666667
67	12	4.666666666666667
39	7	4.714285714285714
127	15	7.533333333333333
64	13	4.0
61	12	4.166666666666667
69	7	8.857142857142858
19	2	9.0
90	12	6.5
85	10	7.6
113	23	3.9565217391304346
131	19	5.842105263157895
139	26	4.384615384615385
119	15	7.0
122	21	4.857142857142857
133	21	5.380952380952381
12	3	3.3333333333333335
52	11	3.8181818181818183
96	16	5.0625
45	6	6.5
139	11	11.727272727272727
48	11	3.4545454545454546
76	15	4.133333333333334
109	23	3.782608695652174
82	10	7.3
110	11	9.0
41	8	4.25
106	19	4.631578947368421
123	22	4.590909090909091
133	22	5.045454545454546
63	11	4.818181818181818
241	14	16.285714285714285
111	19	4.894736842105263
130	23	4.695652173913044
78	7	10.285714285714286
47	9	4.222222222222222
127	21	5.095238095238095
119	22	4.454545454545454
38	7	4.571428571428571
136	20	5.8
132	7	18.0
81	10	7.2
42	6	6.166666666666667
33	6	4.666666666666667
66	11	5.090909090909091
136	22	5.2272727272727275
126	19	5.631578947368421
71	12	5.0
64	7	8.285714285714286
87	10	7.8
79	13	5.153846153846154
96	19	4.052631578947368
130	22	4.954545454545454
97	14	5.928571428571429
131	21	5.285714285714286
52	9	4.888888888888889
40	5	7.0
127	13	8.846153846153847
137	23	5.0
136	18	6.555555555555555
38	4	8.5
112	17	5.588235294117647
134	19	6.105263157894737
35	6	5.0
46	9	4.222222222222222
122	12	9.166666666666666
77	12	5.5
55	7	6.857142857142857
65	11	5.0
113	16	6.125
94	11	7.636363636363637
76	10	6.7
136	19	6.2105263157894735
80	12	5.75
127	23	4.565217391304348
49	6	7.166666666666667
39	7	4.714285714285714
51	8	5.5
121	19	5.421052631578948
42	7	5.142857142857143
136	22	5.2272727272727275
185	18	9.277777777777779
95	17	4.647058823529412
125	17	6.411764705882353
88	13	5.6923076923076925
86	13	5.6923076923076925
129	18	6.222222222222222
124	15	7.333333333333333
121	18	5.777777777777778
130	26	4.038461538461538
50	6	7.5
56	8	6.125
134	25	4.4
736	10	72.7
79	12	5.666666666666667
68	13	4.0
88	16	4.5625
138	18	6.611111111111111
85	15	4.733333333333333
73	13	4.6923076923076925
48	7	6.0
55	11	4.090909090909091
128	20	5.45
85	11	6.818181818181818
118	19	5.2631578947368425
79	11	6.181818181818182
92	17	4.470588235294118
84	10	7.4
133	28	3.7142857142857144
137	17	7.117647058823529
90	15	5.066666666666666
85	11	6.818181818181818
120	15	7.0
55	10	4.6
56	12	3.6666666666666665
82	13	5.384615384615385
118	18	5.611111111111111
118	14	7.5
50	7	6.285714285714286
41	5	7.4
90	10	8.0
39	6	5.666666666666667
38	5	6.8
44	10	3.5
117	17	5.9411764705882355
121	17	6.117647058823529
61	10	4.9
133	19	6.0
65	10	5.5
39	7	4.714285714285714
81	11	6.363636363636363
127	20	5.4
134	25	4.4
33	6	4.666666666666667
57	9	5.333333333333333
93	13	6.153846153846154
118	17	5.882352941176471
106	23	3.608695652173913
30	5	5.2
54	10	4.5
46	8	4.875
41	8	4.25
100	17	4.9411764705882355
116	7	15.571428571428571
85	13	5.615384615384615
47	7	5.857142857142857
58	11	4.363636363636363
128	15	7.533333333333333
50	8	5.25
135	13	9.461538461538462
121	21	4.809523809523809
115	17	5.823529411764706
126	20	5.35
120	16	6.5625
128	22	4.863636363636363
81	15	4.466666666666667
106	20	4.35
128	21	5.095238095238095
76	13	4.846153846153846
85	11	6.818181818181818
137	18	6.611111111111111
39	8	4.0
80	9	7.888888888888889
31	8	3.0
109	21	4.238095238095238
77	13	5.0
103	17	5.117647058823529
133	22	5.090909090909091
118	17	6.0
124	16	6.75
84	14	5.0
78	10	6.8
135	18	6.5
127	20	5.4
61	10	5.2
16	3	4.666666666666667
92	12	6.666666666666667
66	6	10.166666666666666
101	15	5.8
88	18	3.9444444444444446
126	16	6.9375
139	26	4.384615384615385
90	17	4.352941176470588
110	23	3.8260869565217392
50	6	7.5
12	2	5.5
74	16	3.6875
99	16	5.25
109	19	4.7894736842105265
57	4	13.25
130	18	6.222222222222222
115	23	4.0
133	24	4.541666666666667
131	20	5.55
44	8	4.625
67	10	5.8
50	6	7.333333333333333
105	18	4.888888888888889
129	16	7.0625
68	10	5.8
41	6	6.0
97	15	5.533333333333333
82	13	5.384615384615385
104	13	7.076923076923077
47	7	5.857142857142857
103	16	5.5
135	26	4.1923076923076925
115	16	6.25
79	10	7.0
31	5	5.4
74	11	5.818181818181818
22	6	2.8333333333333335
123	18	5.888888888888889
33	6	4.666666666666667
55	9	5.222222222222222
72	14	4.214285714285714
108	16	5.8125
54	9	5.111111111111111
88	15	4.933333333333334
65	14	3.7142857142857144
122	25	3.92
103	4	25.0
104	8	12.125
75	11	5.909090909090909
107	16	5.75
57	7	7.285714285714286
124	12	9.416666666666666
18	5	2.8
130	18	6.277777777777778
56	11	4.181818181818182
82	6	12.833333333333334
58	11	4.363636363636363
97	16	5.0625
136	17	6.9411764705882355
52	11	3.8181818181818183
88	12	6.416666666666667
51	7	6.428571428571429
70	10	6.1
76	13	4.923076923076923
94	8	10.875
50	8	5.375
91	16	4.75
79	13	5.153846153846154
114	13	7.846153846153846
134	23	4.869565217391305
78	10	6.9
37	6	5.333333333333333
82	16	4.1875
121	14	7.642857142857143
135	24	4.666666666666667
79	15	4.333333333333333
77	12	5.5
43	7	5.142857142857143
123	18	5.722222222222222
70	9	6.888888888888889
47	7	5.857142857142857
94	10	8.5
55	9	5.222222222222222
134	17	6.9411764705882355
67	7	8.714285714285714
85	12	6.166666666666667
66	12	4.5
54	10	4.5
73	14	4.214285714285714
77	14	4.571428571428571
13	2	5.5
87	10	7.7
108	13	7.384615384615385
123	20	5.2
38	7	4.571428571428571
114	20	4.75
124	16	6.8125
79	12	5.666666666666667
123	19	5.526315789473684
62	10	5.3
112	19	4.947368421052632
77	10	6.8
65	13	4.0
79	11	6.2727272727272725
130	27	3.8518518518518516
64	10	5.5
83	9	8.333333333333334
29	5	5.0
99	14	6.142857142857143
97	12	7.083333333333333
90	7	12.0
47	10	3.8
39	7	4.714285714285714
111	18	5.222222222222222
102	15	5.866666666666666
74	13	4.769230769230769
99	20	3.95
116	20	4.8
123	19	5.473684210526316
39	3	12.0
114	13	7.6923076923076925
133	22	5.045454545454546
140	17	7.294117647058823
133	19	6.052631578947368
36	7	4.285714285714286
80	12	5.666666666666667
38	9	3.3333333333333335
121	19	5.421052631578948
77	10	6.8
69	8	7.625
34	6	4.833333333333333
78	13	5.076923076923077
116	20	4.8
129	23	4.608695652173913
79	11	6.2727272727272725
111	10	10.1
65	9	6.333333333333333
16	3	4.666666666666667
53	9	5.0
30	5	5.2
109	14	6.857142857142857
56	10	4.7
37	8	3.75
133	19	6.0
64	1	64.0
35	8	3.5
119	11	9.909090909090908
117	23	4.130434782608695
54	6	8.0
96	6	15.0
131	16	7.1875
113	22	4.181818181818182
82	13	5.384615384615385
149	18	7.333333333333333
140	18	6.833333333333333
135	17	7.0
113	23	3.9565217391304346
66	7	8.571428571428571
75	12	5.25
49	7	6.142857142857143
94	5	17.8
137	21	5.523809523809524
113	18	5.277777777777778
78	15	4.2
60	6	9.166666666666666
128	4	31.25
105	17	5.235294117647059
63	13	3.923076923076923
78	13	5.076923076923077
45	7	5.571428571428571
127	16	7.0
101	18	4.666666666666667
85	17	4.0588235294117645
68	8	7.5
29	4	6.5
49	8	5.25
49	5	8.8
42	8	4.375
88	14	5.285714285714286
62	8	6.75
99	8	11.5
133	17	6.823529411764706
90	16	4.625
125	20	5.3
62	7	8.0
160	24	5.708333333333333
123	20	5.2
59	12	4.0
92	15	5.2
48	8	5.125
96	18	4.388888888888889
193	21	8.238095238095237
87	14	5.285714285714286
143	24	5.0
57	6	8.5
40	9	3.5555555555555554
44	6	6.5
115	23	4.0
101	10	9.1
73	13	4.6923076923076925
136	23	4.956521739130435
170	14	11.142857142857142
116	20	4.75
37	6	5.333333333333333
63	13	3.923076923076923
56	9	5.333333333333333
35	8	3.5
37	6	5.333333333333333
99	10	8.9
58	8	6.375
129	17	6.588235294117647
87	9	8.777777777777779
48	10	3.9
68	8	7.625
72	12	5.083333333333333
34	7	4.0
62	11	4.7272727272727275
57	10	4.8
66	14	3.7857142857142856
122	23	4.3478260869565215
123	20	5.2
84	14	5.071428571428571
84	10	7.3
73	12	5.166666666666667
38	6	5.5
47	11	3.3636363636363638
114	20	4.75
90	11	7.181818181818182
28	7	3.142857142857143
108	15	6.266666666666667
38	8	3.875
64	13	4.0
115	18	5.388888888888889
117	23	4.130434782608695
122	22	4.590909090909091
83	7	11.0
124	23	4.434782608695652
47	11	3.3636363636363638
134	17	6.882352941176471
62	5	11.4
69	15	3.6666666666666665
121	16	6.625
29	2	13.5
106	12	7.916666666666667
118	20	4.95
101	21	3.857142857142857
58	8	6.375
77	10	6.7
137	23	5.0
98	17	4.823529411764706
53	8	5.75
46	9	4.222222222222222
99	19	4.2105263157894735
56	6	8.333333333333334
123	11	10.272727272727273
42	7	5.142857142857143
115	16	6.25
77	13	4.923076923076923
135	18	6.5
92	18	4.166666666666667
72	13	4.615384615384615
30	6	4.166666666666667
77	9	7.666666666666667
95	23	3.1739130434782608
127	13	8.846153846153847
123	11	10.181818181818182
87	16	4.5
71	10	6.2
131	23	4.739130434782608
54	7	6.714285714285714
134	17	6.882352941176471
91	11	7.2727272727272725
85	11	6.7272727272727275
137	23	5.0
58	10	4.9
80	10	7.1
137	26	4.3076923076923075
28	4	6.25
88	18	3.9444444444444446
132	19	5.947368421052632
97	17	4.764705882352941
128	20	5.45
44	10	3.5
60	11	4.545454545454546
132	11	11.090909090909092
104	18	4.833333333333333
103	11	8.454545454545455
17	3	5.0
69	11	5.2727272727272725
62	13	3.8461538461538463
76	18	3.2777777777777777
87	13	5.769230769230769
102	12	7.583333333333333
136	19	6.157894736842105
93	16	4.875
127	20	5.35
70	12	4.916666666666667
143	12	11.0
133	21	5.380952380952381
56	12	3.75
52	10	4.3
127	20	5.35
64	11	4.909090909090909
76	11	5.909090909090909
30	4	6.75
94	17	4.588235294117647
69	11	5.363636363636363
79	15	4.333333333333333
45	7	5.571428571428571
137	25	4.52
39	7	4.714285714285714
55	8	5.875
72	9	7.111111111111111
119	10	11.0
83	13	5.461538461538462
89	15	5.0
140	18	6.833333333333333
64	13	4.0
129	24	4.416666666666667
70	11	5.454545454545454
111	20	4.6
25	5	4.2
116	15	6.8
54	11	4.0
76	16	3.8125
116	24	3.8333333333333335
140	13	9.846153846153847
121	26	3.6923076923076925
74	8	8.375
107	9	11.0
120	18	5.722222222222222
36	6	5.166666666666667
138	22	5.318181818181818
130	15	7.733333333333333
68	7	8.857142857142858
64	6	9.666666666666666
81	12	5.75
148	13	10.461538461538462
45	8	4.75
117	17	5.882352941176471
96	16	5.0625
116	13	7.923076923076923
91	17	4.411764705882353
44	8	4.625
92	18	4.111111111111111
83	8	9.5
133	21	5.333333333333333
63	7	8.142857142857142
119	22	4.409090909090909
98	14	6.0
53	7	6.714285714285714
123	12	9.333333333333334
27	6	3.6666666666666665
89	16	4.625
91	17	4.411764705882353
117	19	5.2105263157894735
64	12	4.416666666666667
125	22	4.681818181818182
132	20	5.65
158	26	5.115384615384615
127	24	4.333333333333333
42	7	5.0
127	12	9.583333333333334
97	12	7.083333333333333
130	20	5.55
111	14	6.928571428571429
113	25	3.56
120	16	6.5625
33	7	3.857142857142857
94	11	7.545454545454546
105	23	3.608695652173913
56	9	5.333333333333333
134	21	5.428571428571429
55	11	4.090909090909091
71	12	5.0
65	10	5.5
30	3	9.333333333333334
113	13	7.769230769230769
68	16	3.3125
131	21	5.285714285714286
59	11	4.454545454545454
132	19	6.0
62	10	5.3
71	13	4.538461538461538
104	12	7.666666666666667
82	10	7.3
46	10	3.7
106	15	6.133333333333334
119	20	4.95
169	15	10.266666666666667
124	22	4.636363636363637
120	18	5.722222222222222
131	22	5.0
97	18	4.444444444444445
132	26	4.115384615384615
98	15	5.6
119	17	5.823529411764706
145	22	5.590909090909091
85	13	5.615384615384615
99	14	6.071428571428571
56	11	4.181818181818182
62	7	8.0
124	8	14.625
39	7	4.571428571428571
40	6	5.833333333333333
135	20	5.75
75	14	4.357142857142857
131	21	5.285714285714286
40	9	3.5555555555555554
106	16	5.6875
92	14	5.642857142857143
73	11	5.7272727272727275
43	8	4.375
45	7	5.571428571428571
134	21	5.428571428571429
28	4	6.0
30	6	4.166666666666667
64	11	4.909090909090909
108	18	5.055555555555555
118	15	6.933333333333334
131	21	5.285714285714286
131	20	5.6
137	30	3.6
52	8	5.625
122	14	7.785714285714286
170	22	6.7727272727272725
85	12	6.166666666666667
131	23	4.739130434782608
25	6	3.3333333333333335
79	10	7.0
57	12	3.8333333333333335
82	13	5.384615384615385
133	23	4.826086956521739
42	8	4.375
87	11	7.0
132	18	6.388888888888889
69	11	5.2727272727272725
137	26	4.3076923076923075
116	21	4.523809523809524
31	6	4.333333333333333
124	19	5.578947368421052
94	22	3.3181818181818183
129	19	5.7894736842105265
111	19	4.894736842105263
132	14	8.5
91	16	4.625
91	15	5.133333333333334
64	9	6.222222222222222
83	10	7.4
128	20	5.45
116	13	7.923076923076923
109	19	4.7894736842105265
33	6	4.666666666666667
78	17	3.6470588235294117
103	14	6.428571428571429
71	13	4.461538461538462
122	20	5.15
111	15	6.4
68	13	4.230769230769231
72	7	9.428571428571429
48	8	5.125
106	18	4.888888888888889
38	4	8.5
132	21	5.333333333333333
12	2	5.5
55	6	8.333333333333334
69	12	4.75
83	16	4.25
37	6	5.333333333333333
131	28	3.7142857142857144
44	10	3.5
60	11	4.545454545454546
103	15	5.933333333333334
60	11	4.545454545454546
88	16	4.5
140	12	10.75
129	25	4.16
32	4	7.25
74	11	5.818181818181818
84	9	8.222222222222221
24	4	5.25
130	23	4.695652173913044
140	33	3.272727272727273
97	18	4.444444444444445
129	24	4.416666666666667
36	7	4.285714285714286
133	20	5.7
135	23	4.869565217391305
125	20	5.3
80	15	4.4
68	10	5.8
57	12	3.8333333333333335
75	14	4.428571428571429
84	12	6.0
57	6	8.5
94	10	8.5
83	15	4.6
127	22	4.7727272727272725
198	13	14.23076923076923
95	18	4.277777777777778
99	13	6.6923076923076925
134	18	6.444444444444445
98	11	7.909090909090909
69	7	8.857142857142858
153	26	4.923076923076923
58	12	3.8333333333333335
52	10	4.3
135	24	4.666666666666667
63	6	9.666666666666666
107	22	3.8636363636363638
61	10	5.2
144	12	11.083333333333334
71	13	4.538461538461538
56	4	13.0
97	12	7.083333333333333
125	20	5.3
97	11	7.909090909090909
132	17	6.764705882352941
93	13	6.230769230769231
197	25	6.88
128	18	6.111111111111111
111	14	7.0
56	9	5.222222222222222
47	8	5.0
133	24	4.583333333333333
88	15	4.933333333333334
103	12	7.666666666666667
206	14	13.785714285714286
134	23	4.869565217391305
86	9	8.666666666666666
79	6	12.333333333333334
58	11	4.363636363636363
99	13	6.6923076923076925
80	16	4.0625
72	10	6.3
114	11	9.454545454545455
63	10	5.4
133	12	10.083333333333334
138	27	4.148148148148148
115	17	5.823529411764706
133	24	4.583333333333333
107	18	5.0
122	21	4.809523809523809
92	16	4.8125
54	10	4.5
35	3	11.0
80	13	5.230769230769231
128	26	3.9615384615384617
39	6	5.666666666666667
90	10	8.1
86	17	4.117647058823529
130	13	9.0
68	11	5.2727272727272725
69	10	6.0
28	6	3.8333333333333335
33	8	3.25
125	21	5.0
104	14	6.5
113	10	10.3
30	6	4.166666666666667
89	13	5.923076923076923
104	16	5.5625
127	15	7.466666666666667
109	22	4.0
107	18	5.0
98	16	5.125
128	24	4.375
68	10	5.8
168	12	13.0
130	20	5.55
134	23	4.869565217391305
78	13	5.076923076923077
91	13	6.0
67	13	4.230769230769231
44	9	4.0
42	8	4.375
133	28	3.7857142857142856
109	17	5.411764705882353
136	18	6.555555555555555
45	8	4.75
102	15	5.8
82	10	7.3
143	25	4.76
82	9	8.222222222222221
123	22	4.636363636363637
123	20	5.2
50	9	4.666666666666667
116	23	4.086956521739131
95	14	5.857142857142857
105	17	5.235294117647059
130	26	4.038461538461538
93	16	4.875
174	21	7.285714285714286
39	8	4.0
133	18	6.388888888888889
130	23	4.695652173913044
26	4	5.75
105	12	7.75
38	4	8.75
32	7	3.7142857142857144
39	4	9.0
116	14	7.357142857142857
102	11	8.272727272727273
63	9	6.0
324	21	14.428571428571429
14	3	4.0
118	15	6.866666666666666
118	21	4.571428571428571
87	13	5.769230769230769
133	20	5.7
96	20	3.85
64	13	4.0
93	19	3.9473684210526314
140	24	4.875
59	9	5.666666666666667
53	7	6.571428571428571
50	6	7.5
138	16	7.6875
61	12	4.083333333333333
99	16	5.25
109	16	5.8125
81	15	4.4
128	15	7.466666666666667
62	11	4.7272727272727275
55	7	6.857142857142857
89	16	4.625
73	11	5.7272727272727275
26	5	4.4
18	3	5.333333333333333
102	16	5.4375
122	21	4.809523809523809
90	15	5.066666666666666
56	9	5.333333333333333
106	15	6.133333333333334
53	8	5.75
84	7	11.142857142857142
102	15	5.866666666666666
134	25	4.4
32	5	5.6
55	10	4.6
102	23	3.4782608695652173
99	14	6.142857142857143
76	12	5.333333333333333
104	15	5.933333333333334
91	11	7.2727272727272725
70	10	6.0
97	17	4.764705882352941
49	10	3.9
157	23	5.869565217391305
40	8	4.0
84	13	5.538461538461538
60	7	7.571428571428571
67	9	6.444444444444445
75	16	3.75
100	17	4.9411764705882355
150	24	5.291666666666667
90	13	6.0
105	19	4.473684210526316
26	3	8.0
110	18	5.166666666666667
69	14	4.0
47	7	5.857142857142857
46	6	6.833333333333333
50	7	6.285714285714286
64	12	4.416666666666667
119	27	3.4074074074074074
53	10	4.4
106	20	4.35
69	11	5.2727272727272725
123	22	4.590909090909091
67	12	4.666666666666667
44	9	4.0
112	20	4.65
108	10	9.8
70	11	5.454545454545454
12	3	3.0
93	18	4.222222222222222
120	19	5.2631578947368425
97	14	6.0
85	7	11.142857142857142
21	2	9.5
93	12	6.833333333333333
125	21	5.0
101	11	8.272727272727273
175	22	6.954545454545454
53	7	6.714285714285714
77	13	4.923076923076923
46	7	5.714285714285714
121	4	29.25
57	9	5.444444444444445
110	16	5.9375
84	10	7.5
117	19	5.2105263157894735
135	21	5.476190476190476
72	12	5.083333333333333
137	26	4.3076923076923075
135	24	4.666666666666667
88	15	4.866666666666666
134	15	7.933333333333334
33	5	5.6
19	4	4.0
56	9	5.333333333333333
101	11	8.272727272727273
95	10	8.5
93	16	4.875
117	11	9.636363636363637
67	6	10.333333333333334
122	2	60.5
82	15	4.533333333333333
85	11	6.818181818181818
82	17	3.8823529411764706
38	7	4.571428571428571
120	18	5.722222222222222
101	11	8.090909090909092
62	8	6.875
46	6	6.833333333333333
133	23	4.826086956521739
122	19	5.473684210526316
130	15	7.733333333333333
26	5	4.4
95	11	7.636363636363637
114	19	4.947368421052632
24	5	4.0
136	22	5.2272727272727275
138	24	4.791666666666667
65	11	4.909090909090909
74	15	4.0
47	10	3.8
110	16	5.875
45	7	5.428571428571429
135	18	6.555555555555555
80	11	6.363636363636363
77	12	5.5
35	5	6.2
118	20	4.9
60	11	4.545454545454546
136	23	4.956521739130435
97	14	6.0
136	18	6.611111111111111
112	18	5.277777777777778
88	13	5.846153846153846
36	4	8.25
130	22	4.909090909090909
119	17	6.0588235294117645
86	9	8.666666666666666
125	16	6.875
93	15	5.266666666666667
132	24	4.541666666666667
136	23	4.956521739130435
136	21	5.523809523809524
80	12	5.75
135	18	6.555555555555555
129	21	5.190476190476191
140	26	4.423076923076923
64	9	6.222222222222222
127	17	6.529411764705882
131	22	5.0
89	14	5.357142857142857
134	16	7.375
96	14	5.857142857142857
65	10	5.6
27	6	3.6666666666666665
189	20	8.45
127	22	4.7727272727272725
54	11	4.0
20	3	6.0
110	18	5.166666666666667
68	7	8.857142857142858
127	21	5.0476190476190474
32	5	5.6
38	3	12.0
49	10	4.0
57	10	4.8
15	3	4.333333333333333
138	25	4.56
107	18	4.944444444444445
118	14	7.5
139	21	5.666666666666667
124	23	4.391304347826087
32	3	9.666666666666666
80	3	26.0
65	7	8.285714285714286
42	9	3.7777777777777777
70	11	5.454545454545454
140	17	7.294117647058823
32	6	4.5
31	7	3.5714285714285716
140	27	4.222222222222222
87	16	4.5
40	6	5.833333333333333
130	25	4.24
94	15	5.333333333333333
103	15	5.933333333333334
323	10	31.3
131	21	5.285714285714286
134	25	4.4
81	14	4.857142857142857
125	19	5.526315789473684
121	23	4.304347826086956
127	16	7.0
132	21	5.333333333333333
15	3	4.333333333333333
109	14	6.857142857142857
70	12	4.916666666666667
95	12	7.0
124	23	4.391304347826087
115	13	7.923076923076923
64	10	5.5
87	18	3.888888888888889
133	12	10.166666666666666
48	8	5.125
110	10	10.1
127	24	4.291666666666667
134	22	5.136363636363637
62	10	5.3
40	6	5.833333333333333
61	7	7.714285714285714
122	15	7.133333333333334
56	8	6.0
137	18	6.666666666666667
107	15	6.2
113	15	6.6
66	10	5.7
56	4	13.0
125	21	4.9523809523809526
134	15	7.933333333333334
107	13	7.230769230769231
33	7	3.857142857142857
80	16	4.0625
60	11	4.545454545454546
119	16	6.25
109	12	8.166666666666666
78	15	4.2
66	9	6.444444444444445
94	10	8.5
66	15	3.466666666666667
130	20	5.55
59	11	4.454545454545454
110	20	4.5
122	22	4.590909090909091
96	14	5.857142857142857
118	23	4.173913043478261
38	8	3.875
80	15	4.4
115	16	6.1875
131	20	5.6
96	15	5.466666666666667
129	20	5.45
42	9	3.7777777777777777
127	19	5.7368421052631575
99	13	6.615384615384615
65	10	5.5
52	6	7.833333333333333
132	20	5.6
