max_syn_length	min_syn_length	avg_syn_length
14	0	3.230769230769231
37	0	4.695652173913044
36	0	7.428571428571429
17	0	4.888888888888889
41	0	7.913043478260869
14	0	3.3333333333333335
13	0	6.666666666666667
42	0	8.65
34	0	5.538461538461538
14	0	4.8
20	0	5.363636363636363
27	0	5.588235294117647
16	0	3.066666666666667
16	0	2.923076923076923
19	0	5.0
14	0	4.416666666666667
17	0	5.434782608695652
27	0	6.2
13	0	5.857142857142857
36	0	8.0
47	0	9.947368421052632
25	0	6.571428571428571
41	0	4.8076923076923075
37	0	5.95
25	0	3.823529411764706
20	0	3.5
16	0	4.615384615384615
15	0	4.3125
43	0	6.315789473684211
22	0	3.888888888888889
14	0	3.5714285714285716
36	0	5.423076923076923
12	0	3.3333333333333335
52	0	8.444444444444445
15	0	3.64
8	0	0.84375
37	0	9.642857142857142
21	0	7.857142857142857
25	0	5.0
20	0	2.6818181818181817
13	0	6.0
52	0	6.538461538461538
6	0	1.8
11	0	4.0
22	0	5.3
13	0	3.2142857142857144
43	0	5.7
14	0	3.090909090909091
32	0	7.055555555555555
12	0	3.8461538461538463
27	0	8.321428571428571
12	0	3.85
20	0	4.111111111111111
13	0	3.5
12	0	3.4705882352941178
33	0	10.181818181818182
30	0	9.333333333333334
16	0	3.9285714285714284
52	0	9.095238095238095
10	0	2.8
11	0	3.2857142857142856
10	0	3.0
50	0	8.2
10	0	4.5
9	0	3.4
42	0	9.727272727272727
14	0	3.411764705882353
12	0	4.176470588235294
34	0	9.363636363636363
24	0	4.636363636363637
15	0	4.8
21	4	9.857142857142858
24	0	5.5
13	0	5.0
28	0	5.96
34	0	8.0
36	0	11.666666666666666
24	0	7.857142857142857
25	0	3.7058823529411766
52	0	9.826086956521738
27	0	9.4
18	0	5.0
13	0	5.222222222222222
20	1	6.555555555555555
13	0	3.5294117647058822
6	0	2.5
34	0	7.5
22	0	5.142857142857143
17	0	5.909090909090909
17	0	4.6875
14	0	4.5
14	0	2.375
57	0	10.047619047619047
60	0	6.428571428571429
8	0	2.5
9	0	3.588235294117647
15	0	5.217391304347826
36	0	8.0
17	0	5.2
43	0	7.863636363636363
13	0	5.769230769230769
13	0	3.5
16	0	4.809523809523809
50	0	12.5
16	0	3.25
37	0	9.875
18	0	4.666666666666667
34	0	7.0
47	0	7.176470588235294
17	0	5.476190476190476
22	0	3.3333333333333335
14	0	3.4375
11	0	4.214285714285714
34	0	6.8
52	0	6.2631578947368425
50	0	5.6521739130434785
17	0	7.7
13	1	8.0
21	0	3.9285714285714284
34	0	10.666666666666666
20	0	5.4375
52	0	7.388888888888889
50	0	5.6
22	0	4.653846153846154
27	0	6.647058823529412
19	0	5.304347826086956
9	0	2.5555555555555554
14	5	9.5
14	0	3.933333333333333
13	0	3.0
19	0	6.55
13	0	4.2
14	0	3.8333333333333335
22	0	5.043478260869565
28	0	4.8
11	0	3.9047619047619047
37	0	8.0
20	0	6.0
6	0	1.7777777777777777
45	0	4.611111111111111
18	0	4.2105263157894735
17	0	5.615384615384615
10	1	5.666666666666667
15	0	4.055555555555555
9	0	2.769230769230769
20	0	5.466666666666667
6	0	2.125
51	0	8.157894736842104
16	0	4.666666666666667
18	0	5.444444444444445
14	0	3.6923076923076925
4	0	1.6
22	0	6.714285714285714
34	0	12.166666666666666
11	0	3.0
10	0	4.0
34	0	9.0
34	0	8.928571428571429
14	0	2.9411764705882355
20	0	5.666666666666667
22	0	5.8
22	0	6.857142857142857
22	0	4.6
16	0	7.0
16	0	2.1
48	0	6.636363636363637
27	0	6.882352941176471
17	0	5.142857142857143
20	0	3.4166666666666665
14	0	5.333333333333333
14	0	5.380952380952381
37	0	9.75
14	0	4.625
60	0	9.181818181818182
37	0	5.647058823529412
44	0	5.791666666666667
37	0	7.083333333333333
16	0	4.333333333333333
36	0	9.875
14	0	2.3
34	0	8.466666666666667
17	0	4.769230769230769
34	0	8.0
20	0	5.266666666666667
18	0	6.428571428571429
15	0	4.533333333333333
38	0	4.84
18	0	2.3846153846153846
4	0	1.6
17	0	5.2631578947368425
36	0	5.117647058823529
40	0	4.52
34	0	7.333333333333333
13	0	1.4666666666666666
14	0	5.0
17	0	4.2105263157894735
10	0	3.1818181818181817
23	0	7.636363636363637
16	0	5.5
21	0	3.8
36	0	5.136363636363637
7	0	2.5454545454545454
10	0	4.545454545454546
20	0	5.461538461538462
28	0	4.818181818181818
13	0	5.466666666666667
10	0	2.7142857142857144
22	19	20.5
17	0	4.153846153846154
16	0	3.5294117647058822
23	0	4.631578947368421
22	0	5.428571428571429
15	0	3.5238095238095237
35	0	6.052631578947368
16	0	5.769230769230769
22	0	5.157894736842105
34	0	6.5
37	0	8.954545454545455
11	0	3.6
37	0	10.0
14	0	2.75
25	0	6.407407407407407
20	0	5.3
36	0	13.11111111111111
7	0	2.0
27	0	5.0
33	0	9.0
6	0	1.1111111111111112
14	0	5.1
13	0	5.428571428571429
36	0	5.777777777777778
9	0	3.2941176470588234
52	0	9.642857142857142
34	0	5.6
26	0	6.05
40	0	5.631578947368421
6	0	2.1666666666666665
22	0	4.333333333333333
21	0	3.0384615384615383
13	0	2.5294117647058822
14	0	2.95
20	0	9.285714285714286
29	0	4.357142857142857
10	0	5.222222222222222
14	0	3.3
7	0	3.5555555555555554
9	0	3.0
15	0	6.0
13	0	2.8461538461538463
44	0	9.3
14	0	4.583333333333333
6	0	1.8571428571428572
11	0	3.5625
37	0	5.636363636363637
13	1	6.0
25	0	4.545454545454546
9	0	2.2
17	0	5.214285714285714
34	0	8.4
16	0	4.0
38	0	7.125
12	0	4.428571428571429
12	0	4.75
22	0	3.7058823529411766
34	0	6.681818181818182
17	0	4.666666666666667
21	0	3.4444444444444446
17	0	3.9444444444444446
42	0	11.045454545454545
17	0	5.5
50	0	6.8
13	0	4.7368421052631575
24	0	3.8
36	0	6.304347826086956
7	0	2.6666666666666665
25	0	5.6923076923076925
6	0	2.75
6	0	1.875
43	0	5.782608695652174
34	0	7.631578947368421
35	0	8.0
0	0	0.0
21	0	4.518518518518518
27	0	5.5
37	0	7.0
12	0	3.0
14	0	4.375
14	0	1.7058823529411764
20	0	3.5
44	0	7.294117647058823
5	0	1.6
11	0	4.25
25	0	6.666666666666667
10	0	4.875
33	0	10.375
37	0	5.411764705882353
13	0	3.4545454545454546
45	0	6.666666666666667
41	0	4.7272727272727275
36	0	6.117647058823529
57	0	6.1
7	0	3.0
43	0	6.423076923076923
21	0	4.6
17	0	6.5
34	0	5.4375
19	0	7.0
25	0	6.2631578947368425
16	0	5.090909090909091
37	0	8.428571428571429
70	0	7.769230769230769
35	0	10.333333333333334
27	0	9.444444444444445
16	0	7.571428571428571
35	0	7.695652173913044
15	0	3.588235294117647
14	0	6.769230769230769
18	0	4.0
10	0	1.8181818181818181
50	0	6.476190476190476
35	0	8.666666666666666
36	0	9.076923076923077
13	0	4.2727272727272725
44	0	8.25
35	0	6.833333333333333
11	0	3.9
25	0	7.625
22	0	3.823529411764706
51	0	7.166666666666667
14	0	5.363636363636363
5	0	1.375
11	0	5.666666666666667
14	1	6.5
16	0	2.8333333333333335
45	0	4.545454545454546
41	0	7.666666666666667
16	0	3.625
37	0	5.285714285714286
43	0	10.214285714285714
17	0	3.357142857142857
36	0	7.5
16	2	6.285714285714286
42	0	11.0
22	0	4.15
14	0	3.142857142857143
14	0	4.428571428571429
20	0	5.777777777777778
13	0	6.0
35	0	7.230769230769231
14	0	3.1666666666666665
37	0	6.434782608695652
35	0	5.7727272727272725
6	0	1.875
35	0	5.826086956521739
12	0	4.090909090909091
17	0	4.9
38	0	8.0
16	0	4.733333333333333
38	0	6.2105263157894735
34	0	8.8
10	0	2.466666666666667
44	0	6.086956521739131
43	0	6.904761904761905
9	0	2.5555555555555554
6	0	1.9230769230769231
29	0	6.217391304347826
18	0	4.294117647058823
12	0	2.75
26	0	7.3
33	0	7.578947368421052
13	0	3.6666666666666665
11	0	3.142857142857143
16	0	5.571428571428571
18	0	4.111111111111111
38	0	7.153846153846154
20	0	5.7272727272727275
21	0	5.380952380952381
51	0	9.846153846153847
14	0	5.833333333333333
5	0	1.5555555555555556
22	0	6.478260869565218
9	0	3.0
9	0	3.0588235294117645
52	0	9.9375
15	0	4.9
45	0	10.625
27	0	6.285714285714286
8	0	1.588235294117647
21	0	4.928571428571429
10	0	3.923076923076923
54	0	7.230769230769231
14	0	2.7
8	0	3.076923076923077
28	0	6.2
11	0	4.0
25	0	6.7894736842105265
14	0	3.409090909090909
22	0	5.882352941176471
51	0	5.3
12	0	5.4
21	0	5.071428571428571
14	0	2.6923076923076925
28	0	3.4210526315789473
17	0	3.1818181818181817
13	1	6.0
31	0	7.0
35	0	8.923076923076923
25	0	5.368421052631579
18	0	5.3076923076923075
14	0	5.666666666666667
19	0	6.217391304347826
32	0	6.625
19	0	5.777777777777778
20	0	7.0
19	0	3.5625
36	0	6.7272727272727275
16	0	3.8461538461538463
52	0	8.818181818181818
14	0	3.4761904761904763
10	0	2.3333333333333335
13	0	4.0
6	0	1.6
75	0	11.117647058823529
18	0	4.5
14	0	4.8125
28	0	8.428571428571429
52	0	7.5
14	0	4.142857142857143
10	0	3.125
13	0	3.3333333333333335
14	0	4.166666666666667
22	0	5.076923076923077
15	0	4.133333333333334
15	0	4.0
17	0	6.142857142857143
37	0	8.884615384615385
14	0	5.571428571428571
33	0	6.45
25	0	7.5
8	0	3.2222222222222223
43	0	6.181818181818182
34	0	4.9375
17	0	5.48
22	0	2.526315789473684
13	0	5.961538461538462
14	0	4.25
6	0	1.9230769230769231
18	0	2.888888888888889
22	0	8.285714285714286
14	0	4.173913043478261
27	0	6.842105263157895
15	0	5.25
6	0	1.5555555555555556
17	0	4.533333333333333
27	0	6.5
10	0	3.0
12	0	4.35
37	0	8.0
11	0	3.1875
16	0	4.631578947368421
20	0	5.5
19	0	5.333333333333333
7	0	3.090909090909091
52	0	6.476190476190476
13	0	4.714285714285714
22	0	5.217391304347826
38	0	7.6
13	0	3.75
16	0	4.411764705882353
20	2	7.666666666666667
17	0	5.647058823529412
28	0	5.157894736842105
22	0	5.157894736842105
7	0	3.6923076923076925
24	0	3.9166666666666665
34	0	5.2
38	0	6.785714285714286
34	0	9.25
14	0	4.0
37	0	5.866666666666666
24	0	5.153846153846154
35	0	4.16
17	0	5.0
34	0	5.653846153846154
26	0	5.947368421052632
7	0	2.375
14	0	4.818181818181818
24	0	5.565217391304348
13	0	4.777777777777778
45	0	8.05
15	0	5.2727272727272725
22	0	6.153846153846154
35	0	9.846153846153847
7	0	3.0
38	0	5.875
31	0	8.176470588235293
38	0	5.954545454545454
34	0	6.909090909090909
34	0	5.545454545454546
10	0	2.1
20	0	4.6923076923076925
14	0	2.933333333333333
42	0	7.636363636363637
22	0	6.5
7	0	1.125
37	0	6.4
20	0	3.764705882352941
22	0	4.142857142857143
12	0	2.2777777777777777
50	0	8.826086956521738
34	0	6.833333333333333
24	0	8.846153846153847
18	0	4.894736842105263
40	0	5.157894736842105
45	0	8.0
20	0	4.3076923076923075
16	0	4.588235294117647
20	0	5.2727272727272725
10	0	3.111111111111111
13	0	2.5454545454545454
37	0	7.428571428571429
7	0	1.8333333333333333
22	0	5.875
17	0	4.466666666666667
24	0	4.666666666666667
43	0	11.4
19	0	6.222222222222222
15	0	4.866666666666666
15	0	6.333333333333333
44	0	9.25
16	0	3.875
15	0	4.391304347826087
4	1	2.0
38	0	13.0
51	0	6.2727272727272725
40	0	7.631578947368421
11	0	2.8666666666666667
7	0	2.217391304347826
13	0	3.1904761904761907
20	0	6.612903225806452
7	0	2.4444444444444446
21	0	4.0
12	0	2.8181818181818183
12	0	2.533333333333333
25	0	5.375
34	0	10.833333333333334
8	0	3.6923076923076925
44	0	10.166666666666666
20	0	7.615384615384615
18	0	4.181818181818182
18	0	4.875
75	0	11.583333333333334
14	0	3.789473684210526
36	0	9.8
21	0	5.925925925925926
37	0	6.476190476190476
10	0	2.8333333333333335
25	0	4.6
16	0	5.304347826086956
14	0	4.545454545454546
20	0	6.35
11	0	2.857142857142857
43	0	7.125
44	0	8.8
17	0	6.2727272727272725
9	0	1.6923076923076923
20	0	5.55
10	0	2.5625
14	0	3.5238095238095237
24	0	7.833333333333333
21	0	7.235294117647059
24	0	6.066666666666666
34	0	8.923076923076923
50	0	5.708333333333333
14	0	3.8
22	0	7.3076923076923075
8	0	1.9
16	0	2.888888888888889
18	0	5.1
11	0	4.428571428571429
14	0	6.666666666666667
6	0	4.0
38	0	7.222222222222222
13	0	4.0
20	0	4.4375
28	0	9.0
38	0	7.142857142857143
37	0	8.9
25	0	8.583333333333334
14	0	3.1333333333333333
20	0	6.076923076923077
27	0	8.8125
13	0	3.7333333333333334
18	0	5.24
37	0	11.75
36	0	6.545454545454546
14	0	4.75
2	0	1.25
37	0	7.7272727272727275
45	0	6.212121212121212
24	0	5.631578947368421
28	0	7.4
9	0	3.5714285714285716
23	0	6.25
25	0	5.521739130434782
35	0	6.05
57	0	7.866666666666666
18	0	5.133333333333334
45	0	7.75
38	0	11.333333333333334
16	0	5.25
9	0	2.3333333333333335
22	0	3.769230769230769
45	0	7.466666666666667
34	0	5.454545454545454
13	0	3.0
12	0	3.7777777777777777
14	0	3.5294117647058822
17	0	3.7142857142857144
25	0	6.2
6	0	3.5714285714285716
27	0	5.8076923076923075
18	0	4.5
15	0	5.222222222222222
38	0	5.521739130434782
25	0	5.333333333333333
23	0	5.714285714285714
38	0	5.7272727272727275
8	0	1.3333333333333333
45	0	6.769230769230769
34	0	6.8
20	0	4.153846153846154
42	0	8.047619047619047
16	0	5.066666666666666
50	0	6.346153846153846
34	0	4.538461538461538
36	0	6.576923076923077
42	0	5.388888888888889
22	0	5.642857142857143
23	0	7.888888888888889
19	0	5.0
22	0	4.833333333333333
52	0	6.875
24	0	3.2
12	0	1.95
36	0	5.0
6	0	2.3333333333333335
14	0	4.285714285714286
20	0	5.181818181818182
16	0	4.375
37	0	9.058823529411764
45	0	5.153846153846154
13	0	1.75
24	1	8.3
52	0	5.277777777777778
27	0	5.962962962962963
14	0	4.0
28	0	3.7083333333333335
38	0	7.842105263157895
44	0	10.227272727272727
43	0	8.3125
17	0	4.6
2	0	0.6666666666666666
36	0	6.714285714285714
37	0	9.115384615384615
12	0	2.5714285714285716
14	0	4.285714285714286
51	0	8.0
17	0	2.6875
52	0	7.090909090909091
14	0	4.1
12	0	4.166666666666667
28	0	7.25
21	0	5.666666666666667
38	0	6.611111111111111
34	0	6.333333333333333
10	0	3.8333333333333335
52	0	7.769230769230769
51	0	7.176470588235294
13	0	3.611111111111111
34	0	5.909090909090909
60	0	10.166666666666666
52	0	7.85
34	0	7.28
21	0	4.4
18	0	3.25
34	0	6.5
12	0	3.347826086956522
15	0	3.769230769230769
20	0	5.384615384615385
27	0	7.384615384615385
19	0	5.6
16	0	4.375
42	0	8.25
75	0	10.857142857142858
17	0	4.681818181818182
16	0	7.375
16	0	4.222222222222222
14	0	5.25
21	0	4.444444444444445
14	0	2.7777777777777777
36	0	5.333333333333333
14	0	2.95
13	0	7.0
37	0	8.458333333333334
28	0	7.071428571428571
22	0	4.9411764705882355
51	0	7.538461538461538
35	0	5.235294117647059
37	0	7.478260869565218
22	0	7.571428571428571
20	0	5.476190476190476
14	0	4.36
15	2	7.75
22	0	6.5625
1	0	0.2
13	0	4.333333333333333
14	0	3.5
15	0	4.352941176470588
16	0	3.75
17	0	4.0
11	0	2.9642857142857144
11	4	6.5
14	0	3.6875
16	0	4.181818181818182
24	0	7.142857142857143
16	0	3.0952380952380953
40	0	8.5
27	0	8.76923076923077
36	0	7.95
37	0	4.888888888888889
14	0	5.333333333333333
14	0	5.142857142857143
13	0	4.3
10	0	2.9444444444444446
14	0	5.833333333333333
25	0	6.266666666666667
37	0	4.647058823529412
30	0	9.333333333333334
15	0	3.25
15	0	2.727272727272727
10	0	1.8571428571428572
50	0	8.529411764705882
41	0	7.636363636363637
7	0	3.8
9	1	4.666666666666667
12	0	3.588235294117647
30	0	4.25
51	0	5.666666666666667
16	0	4.666666666666667
13	0	3.8
52	0	12.636363636363637
18	0	5.75
19	0	3.4
51	0	7.44
7	0	3.6666666666666665
52	0	9.454545454545455
52	0	6.791666666666667
9	0	2.642857142857143
52	0	9.466666666666667
21	0	4.5
43	0	9.181818181818182
52	0	8.5
37	0	7.0
43	0	10.7
20	0	3.0
17	0	3.125
15	0	5.75
13	0	4.2
15	0	4.083333333333333
37	0	7.823529411764706
20	0	7.0588235294117645
12	0	3.076923076923077
14	0	2.8461538461538463
37	0	9.368421052631579
11	0	4.0
20	0	5.842105263157895
51	0	12.9375
38	0	9.0
5	0	1.8
14	0	4.285714285714286
17	0	4.785714285714286
35	0	8.125
22	0	7.1
20	0	3.15
13	0	4.181818181818182
16	0	4.708333333333333
34	0	6.083333333333333
16	0	4.555555555555555
44	0	8.619047619047619
12	0	3.411764705882353
35	0	11.363636363636363
14	0	9.0
51	0	4.894736842105263
19	0	5.7
16	0	4.666666666666667
8	0	2.0
6	0	3.0
24	0	6.733333333333333
21	0	6.0
27	0	7.0
11	0	2.8518518518518516
13	0	2.5
35	0	6.384615384615385
34	0	11.571428571428571
3	0	0.7142857142857143
18	0	3.0
20	0	6.0
50	0	10.0
37	0	5.7894736842105265
22	0	4.5
22	0	5.076923076923077
22	0	4.481481481481482
20	0	4.6
17	0	6.066666666666666
34	0	5.277777777777778
10	0	6.2
4	0	1.5
29	0	7.111111111111111
14	0	3.9166666666666665
26	0	5.923076923076923
32	0	6.5
17	0	5.916666666666667
13	0	2.1666666666666665
13	0	3.75
20	0	4.0
7	0	2.909090909090909
21	0	6.411764705882353
14	0	4.714285714285714
36	0	12.833333333333334
6	0	2.4285714285714284
14	0	5.25
43	0	10.666666666666666
14	0	3.875
37	0	6.421052631578948
16	0	3.2666666666666666
10	2	6.0
15	0	2.857142857142857
37	0	7.578947368421052
14	0	7.6
37	0	6.956521739130435
16	0	4.32
8	0	2.0
28	0	9.764705882352942
50	2	11.7
20	0	5.3125
5	0	1.7142857142857142
38	0	5.666666666666667
13	0	2.2
14	0	6.133333333333334
6	0	3.0
14	0	4.095238095238095
34	0	7.636363636363637
21	0	6.6521739130434785
70	0	7.733333333333333
17	0	6.217391304347826
35	0	7.85
22	0	5.176470588235294
11	0	3.6
45	0	7.739130434782608
28	0	4.9411764705882355
11	0	3.25
13	0	2.466666666666667
18	0	5.25
34	0	5.821428571428571
22	0	4.68
27	0	5.0476190476190474
20	0	7.166666666666667
22	0	4.944444444444445
44	0	7.761904761904762
28	0	4.777777777777778
20	0	3.111111111111111
18	0	5.526315789473684
45	0	5.863636363636363
25	0	6.285714285714286
13	0	2.8
16	0	6.7894736842105265
14	0	4.4
27	0	12.666666666666666
10	0	2.8260869565217392
19	0	5.791666666666667
8	0	3.769230769230769
7	0	3.5
22	0	5.0
43	0	7.4
11	0	3.6818181818181817
11	0	3.8333333333333335
16	0	4.333333333333333
13	0	5.111111111111111
26	0	9.1
14	0	6.0
16	0	4.24
37	0	6.777777777777778
20	0	5.111111111111111
20	0	4.428571428571429
38	0	6.3478260869565215
12	0	4.333333333333333
23	0	4.615384615384615
10	0	2.7142857142857144
16	0	4.555555555555555
15	0	6.090909090909091
15	0	5.0
9	0	5.333333333333333
33	4	11.571428571428571
42	0	5.37037037037037
27	0	6.647058823529412
17	0	6.5
52	0	8.076923076923077
24	0	6.133333333333334
13	0	4.8
12	0	1.5
51	0	5.761904761904762
22	0	5.28
48	0	5.785714285714286
21	0	4.105263157894737
21	0	5.739130434782608
15	0	3.8
34	0	7.0
16	1	8.666666666666666
37	0	5.066666666666666
16	0	4.615384615384615
15	0	5.916666666666667
42	0	8.478260869565217
17	0	4.0
7	0	2.9166666666666665
44	0	11.444444444444445
1	0	0.08333333333333333
10	0	3.375
8	0	2.8181818181818183
37	0	5.75
57	0	7.8
13	0	5.3
22	0	6.333333333333333
4	0	0.7142857142857143
12	0	3.888888888888889
14	0	5.5
12	0	3.3157894736842106
20	0	3.0555555555555554
14	0	2.210526315789474
14	0	5.0
6	0	1.8571428571428572
60	0	8.545454545454545
15	0	4.055555555555555
12	0	3.7058823529411766
37	0	9.75
22	0	6.1875
51	0	9.545454545454545
18	0	5.0
24	0	4.066666666666666
20	0	6.133333333333334
13	0	3.3333333333333335
